file_num	elab_line	worker_num	question	target_line	target
319	26	5	Why are control groups created?	25	That group was used as a control
545	11	6	What other signs did the researchers look for?	10	changes in heart rate.
240	9	6	What is a reason for passports?	8	stop giving out some passports.
319	26	6	What does the control group do?	25	group was used as a control.
211	31	5	What does the delayed visit entail?	30	delay the visit
1142	7	5	What else is wrong with the school?	5	The school
1142	25	5	Who would be responsible for paying majority of the cost of the repairs needed at Branch?	24	The repairs needed at Branch will cost nearly $28 million
211	31	1	What does the visit involve?	30	visit
1142	7	1	What else is the issue with school?	6	not just need new stuff
1142	25	1	How much of this money would government cover?	24	cost nearly $28 million
211	31	4	What contributed to their decision to delay the visit?	30	agreed to delay the visit.
1142	7	4	Why does it need more than just new stuff?	6	not just need new stuff
1142	25	4	What type of funding is there to cover this cost?	24	will cost nearly $28 million.
1142	32	1	Who pays property taxes?	31	property taxes
200	8	1	How is gold used in weddings?	5	gold is worn at weddings
200	33	1	Which foreign currency is used for imports?	32	foreign currencies to pay for imports
1142	32	0	Who pays the property taxes that help fund the public school districts?	31	money from property taxes
200	8	0	Why does India buy so much gold?	9	India buys one-fifth of the world's gold
200	33	0	What is one of the foreign currencies India uses to pay for imports?	32	Indians use foreign currencies
1142	32	5	Where are property taxes levied on?	31	property taxes
200	8	5	What is the relevance of gold?	4	gold
200	33	5	What foreign currency does Indian often use to pay for imports?	32	Indians use foreign currencies to pay for imports
200	49	1	Where can Indian people's love of gold be seen?	48	Indians believe that gold should mark every stage of life
204	24	1	How much did it rain?	23	rainfall had set records
204	31	1	What was the state of roadways?	29	roadways
200	49	5	Since one can find furniture, statues and doors made of solid gold, what does this mean for Indians?	50	One can find furniture, statues and doors made of solid gold
204	24	5	What was the amount of rainfall that had set records?	23	the rainfall had set records
204	31	5	What happened as waters raged?	30	Waters raged
204	38	5	What other utility was lacking in Boulder?	39	A total of 3,000 did not have electricity, just in Boulder
204	39	5	What else did customers not have aside gas?	38	At least 3,600 customers did not have gas
542	36	5	What other advice does Attari give about flushing?	33	People should also flush less often Attari says
204	38	4	What was the result to gas service in Boulder County?	34	Boulder County was hit
204	39	4	What was the result to electricity service in Boulder County?	34	Boulder County was hit
542	36	4	What if it is something else?	35	If it's yellow
542	38	3	How does a typical washing machine open?	37	clothes washer
61	19	3	What is the consequence for an American going to Cuba without proper permission?	17	travel to Cuba
61	46	3	What is more difficult when going to Cuba?	43	trips give money to the Cuban government
542	38	4	What design aspect could a better clothes washer improve on?	37	a better clothes washer
61	19	4	What if the rules are broken?	18	rules
61	46	4	How have limits affected organized tourism?	45	want to limit
399	5	1	What does harsh parenting do to children?	4	harsh parenting
399	20	1	Who is Daniel Taylor?	19	Daniel Taylor
658	18	1	Why did the son get swallowed by ground?	17	ground that swallowed
399	5	4	What is the result of harsh parenting?	4	harsh parenting
399	20	4	Who is Daniel Taylor?	19	Daniel Taylor
658	18	4	How was he swallowed by the ground?	17	the ground that swallowed
399	5	0	How do kids suffer from parents yelling at them and grabbing them roughly?	3	kids suffer from it
399	20	0	Who is Daniel Taylor?	19	Daniel Taylor
658	18	0	How did the ground swallow the 6-year-old?	17	ground that swallowed their 6-year-old
76	14	1	How many chimps were infected with HIV?	12	scientists infected chimps with HIV
76	38	1	What is the current state of these arguments?	37	argued
51	2	1	How are drone aircraft controlled?	1	aircraft fly without a pilot
76	14	6	What did the researchers do to find a cure for HIV?	13	would lead to a cure.
76	38	6	Are people still against using chimps for science experiments?	37	argued about using chimps in science
51	2	6	How do the drones fly?	1	fly without a pilot.
76	14	0	How many chimps did they infect?	12	scientists infected chimps
76	38	0	Are people still arguing about the same thing?	37	People have argued about
51	2	0	How are drones controled without a pilot?	1	fly without a pilot
877	6	5	What made Yousafzai famous around the world despite her young age?	5	Yousafzai has since become famous around the world
447	5	5	What does it mean for the three judges to have made a unanimous decision?	4	The decision by the three judges on the court was unanimous
447	21	5	Why are the activists hopeful that they will win the right to same-sex marriage?	20	The activists hope the ruling will help them win the right to same-sex marriage
877	6	4	How has Yousafzai handled her fame?	5	Yousafzai has since become famous
447	5	4	What does unanimous mean?	4	unanimous
447	21	4	Why is winning this right necessary if they want to marry?	20	win the right to same-sex marriage.
447	36	1	What was the reaction to reasons given by Abbott?	35	Abbott gave several reasons
384	12	1	What do Jesuits do?	11	Jesuits
384	15	1	What name did pope choose?	13	pope
447	36	0	Did Abbott give valid reasons?	35	Abbott gave several reasons
384	12	0	What kind of priests are Jesuits?	11	Jesuits are a group of priests
384	15	0	How does the Pope express his desire for people to worry about the poor?	13	worry about the poor
185	13	6	Does everyone back the mine?	12	largest open-pit mine in North America.
185	23	6	Is the mine ready to be built?	22	wants to build the mine.
185	25	6	What is the point of the Clean Water Act?	24	EPA may use the Clean Water Act to block the company
185	13	5	What question can be asked about the largest open-pit mine in North America?	12	the largest open-pit mine in North America
185	23	5	What is Pebble Partnership yet to do before commencing work on the mine?	22	Pebble Partnership is the name of the company that wants to build the mine
185	25	5	What does the Clean Water Act seek to achieve?	24	Clean Water Act
185	52	3	What does the name Curyung mean?	51	Curyung
681	42	3	What does NASA need to know about asteroids?	41	find and track asteroids
280	2	3	How would you expect GM to sell more trucks?	1	prices
185	52	5	Where does the name ''Curyung''b originate from?	51	Curyung
681	42	5	Why is there a need to be able to find and track asteroids?	41	They want to be able to find and track asteroids
280	2	5	What is the general expectation of GM not dropping its prices?	1	GM is not dropping its prices
185	52	1	What is ?	51	Curyung
681	42	1	What properties of asteroids does NASA need to know?	41	asteroids
280	2	1	Why is GM's decision to not drop truck price surprising?	1	not dropping its prices
492	14	4	What is characteristic about these types of marriages?	13	marriages are arranged
640	4	4	If the wheels are in the wheel well, how does the plane land safely?	3	wheel well is the place where the wheels are kept
640	10	4	Why is this event newsworthy then?	8	have been many
492	14	5	What is a unique trait of Afghan marriages that are arranged by families?	13	Afghan marriages are arranged by families
640	4	5	What is the role of the wheels?	3	wheels
640	10	5	What day did the California teenager survived a 5½-hour, nonstop flight to Maui, Hawaii?	11	California teenager survived a 5½-hour, nonstop flight to Maui, Hawaii
640	14	6	What is a serious issue that the group is concerned with?	13	someone else can plant a bomb.''
640	15	6	What is  does the group research?	14	different issues for the government.
356	19	6	What is a good aspect of the elements that make up solar panels?	18	a lot of those elements around
640	14	0	Why is he thinking about bombs being planted?	13	someone else can plant a bomb.
640	15	0	What kinds of issues does the group study?	14	group that studies different issues
